School Name,State Name [Public School] Latest available year,Full-Time Equivalent (FTE) Teachers [Public School] 2012-13,Full-Time Equivalent (FTE) Teachers [Public School] 2011-12,Full-Time Equivalent (FTE) Teachers [Public School] 2010-11,Pupil/Teacher Ratio [Public School] 2012-13,Pupil/Teacher Ratio [Public School] 2011-12,Pupil/Teacher Ratio [Public School] 2010-11,School ID - NCES Assigned [Public School] Latest available year
FOCUS COMMUNITY DAY (ELEMENTARY),California,–,–,–,–,–,–,062250011303
FOLSOM CORDOVA K-8 COMMUNITY CHARTER,California,4.9,5.3,–,23.47,23.4,–,061389011068
FOLSOM HIGH,California,76.01,72.05,–,26.23,27.47,–,061389001570
FOLSOM HILLS ELEMENTARY,California,20.9,19.8,–,27.32,27.68,–,061389010294
FOLSOM LAKE HIGH,California,7.4,4.8,–,15.54,22.08,–,061389008280
FOLSOM MIDDLE,California,46.31,45.7,–,26.8,26.67,–,061389001571
FONTANA A. B. MILLER HIGH,California,116.26,118.81,–,22.16,22.57,–,061392010301
FONTANA ALTERNATIVE LRN CENTER,California,†,†,–,†,†,–,061392012250
FONTANA HIGH,California,118.03,137.16,–,22.97,21.79,–,061392001589
FONTANA MIDDLE,California,55.21,58.2,–,18.49,18.06,–,061392001590
FONTANA UNIFIED COMMUNITY DAY,California,†,†,–,†,†,–,061392012213
FOOTHILL ALTERNATIVE HIGH,California,0.60,0.60,–,40,16.67,–,060756006574
FOOTHILL COMMUNITY DAY,California,1,1,–,11,11,–,062720011332
FOOTHILL ELEMENTARY,California,23,24,–,26.83,27.08,–,060243000132
FOOTHILL ELEMENTARY,California,19,20.5,–,22.53,21.56,–,061551001970
FOOTHILL ELEMENTARY,California,22,22,–,18.5,17.73,–,063591006149
FOOTHILL ELEMENTARY,California,27,29,–,17.48,17.59,–,063060004746
FOOTHILL ELEMENTARY,California,38,38,–,26.37,25.84,–,060985009354
FOOTHILL ELEMENTARY,California,13.5,15,–,28.59,27.47,–,062553003825
FOOTHILL ELEMENTARY,California,28.63,30,†,21.48,20.87,†,063680512884
FOOTHILL HIGH,California,87.2,87,–,25.13,25.46,–,060002009279
FOOTHILL HIGH,California,18.27,19.67,–,19.59,18.15,–,061182001300
FOOTHILL HIGH,California,55.83,60.5,–,20.63,19.8,–,060133201985
FOOTHILL HIGH,California,55.18,55.1,–,23.67,24.25,–,063660010326
FOOTHILL HIGH,California,87.1,83.17,–,28.63,28.84,–,064015006638
FOOTHILL HIGH,California,83.21,78.25,–,23.87,25.23,–,061954002344
FOOTHILL HIGH (ALTERNATIVE),California,1.5,2,–,7.33,6.5,–,060016009660
FOOTHILL INTERMEDIATE,California,10.3,10.6,–,20.1,22.74,–,062409003627
FOOTHILL KNOLLS ELEMENTARY,California,16.4,18.6,–,27.62,22.74,–,060001609090
FOOTHILL MIDDLE,California,40.52,37.17,–,25.59,26.9,–,062637003947
FOOTHILL MIDDLE,California,†,†,–,†,†,–,063680501990
FOOTHILL MIDDLE,California,33.67,33.7,–,20.11,21.69,–,060360000272
FOOTHILL OAK ELEMENTARY,California,25,24.5,–,26.72,26,–,064119011400
FOOTHILL OAKS ELEMENTARY,California,22,22,–,23.68,24.64,–,060133203711
FOOTHILL PLUS,California,2,2,–,24,24,–,063660012164
FOOTHILL RANCH ELEMENTARY,California,40,40.4,–,28.8,28.04,–,063386003468
FOOTHILL RANCH MIDDLE,California,34.4,34.4,–,19.39,19.74,–,060133201984
FOOTHILL TECHNOLOGY HIGH,California,33.92,34.18,–,29.42,29.37,–,064098008668
FOOTHILLS HIGH,California,5.47,4.48,–,21.94,25.22,–,063488009629
FOOTHILLS MIDDLE,California,28.21,31.06,–,27.08,24.15,–,060297000229
FORD BOULEVARD ELEMENTARY,California,51,51.5,–,24.1,24.14,–,062271003014
FORD ELEMENTARY,California,18,17,–,27.44,23.12,–,063255005030
FOREST CHARTER,California,33,37.47,–,20.48,17.88,–,069102311839
FOREST GROVE ELEMENTARY,California,24.7,23.7,–,19.55,19.7,–,062937004528
FOREST HILL ELEMENTARY,California,26.1,27.6,–,22.22,21.49,–,060720000667
FOREST PARK ELEMENTARY,California,38.3,35.5,–,24.88,26.25,–,061440000488
FOREST RANCH CHARTER,California,7,5,–,16.71,22,–,060837012233
FORESTHILL DIVIDE,California,8,9.25,–,26.13,24,–,061398001605
FORESTHILL DIVIDE MIDDLE,California,9.15,9.25,–,21.09,20.65,–,061398009368
FORESTHILL HIGH,California,10.49,11.34,–,19.83,21.16,–,063075011002
FORESTVILLE ACADEMY,California,18.31,18.31,–,15.78,16.71,–,061401012023
FORESTVILLE ELEMENTARY,California,5.5,4.5,–,12,15.33,–,061401001606
FORKNER ELEMENTARY,California,20,18,–,26.9,24.72,–,061455007286
FORKS OF SALMON ELEMENTARY,California,1,1,–,11,8,–,061404001607
FORT BRAGG HIGH,California,33.18,32.17,–,15.46,16.04,–,061407001610
FORT BRAGG MIDDLE,California,25.22,24.96,–,16.49,17.55,–,061407001609
FORT IRWIN MIDDLE,California,17.5,18,–,20.34,20.89,–,063682008198
FORT JONES COMMUNITY DAY,California,–,–,–,–,–,–,060015908395
FORT JONES ELEMENTARY,California,7.55,8,–,19.47,19.38,–,060015901615
FORT MILLER MIDDLE,California,39.51,39.5,–,21.51,21.82,–,061455001731
FORT ROSS ELEMENTARY,California,2.4,2.4,–,12.08,12.5,–,061413001616
FORT SAGE COMMUNITY DAY,California,–,–,–,–,–,–,060001111292
FORT SAGE MIDDLE,California,1.15,1.6,–,24.35,15.63,–,060001109066
FORT WASHINGTON ELEMENTARY,California,20,21,–,30,27.9,–,060903000909
FORTUNA MIDDLE,California,†,12.75,–,†,16.39,–,061416001617
FORTUNA MIDDLE,California,–,†,†,–,†,†,060142001617
FORTUNA UNION HIGH,California,38,36.8,–,21.63,22.72,–,061419001620
FORTUNE,California,19,7,†,23.11,24.43,†,069102712959
FORTY-NINER ROP,California,–,–,–,–,–,–,060008211008
FORTY-NINTH STREET ELEMENTARY,California,36,39,–,23.97,24.92,–,062271003015
FORTY-SECOND STREET ELEMENTARY,California,13,14,–,22.38,22.86,–,062271003016
FOSHAY LEARNING CENTER,California,73.25,79.03,–,27.74,25.81,–,062271003017
FOSKETT RANCH ELEMENTARY,California,25,27.5,–,21.92,20.15,–,064214011007
FOSTER CITY ELEMENTARY,California,34,30.5,–,25.21,26.23,–,063492005905
FOSTER ELEMENTARY,California,20,20,–,18.8,20.55,–,063432005462
FOSTER ELEMENTARY,California,29,30.5,–,24.69,23.38,–,060369000330
FOSTER ELEMENTARY,California,27,27,–,30.56,28.26,–,060962000982
FOSTER ROAD ELEMENTARY,California,15,14,–,24.2,22.93,–,062769004165
FOULKS RANCH ELEMENTARY,California,36,35,–,25.17,26.43,–,061233009361
FOUNTAIN VALLEY HIGH,California,124.32,121.42,–,28.7,28.72,–,061806002228
FOUR CREEKS ELEMENTARY,California,25,24,–,29.8,29.46,–,064116011530
FOURTH STREET ELEMENTARY,California,45,45,–,23.02,22.42,–,062271003018
FOWLER ACADEMY COMMUNITY DAY,California,1,†,†,3,†,†,061425013163
FOWLER ACADEMY COMMUNITY DAY (9-12),California,1,0.98,–,4,6.12,–,061425010773
FOWLER ACADEMY CONTINUATION,California,1,1.2,–,13,16.67,–,061425001637
FOWLER ACADEMY INDEPENDENT STUDY,California,1.8,1.75,–,9.44,14.29,–,061425012543
FOWLER HIGH,California,29.2,31.2,–,22.91,21.35,–,061425001638
FOX ELEMENTARY,California,18.93,19.33,–,23.4,21.88,–,060453000416
FOX ROAD ELEMENTARY,California,12.3,12.5,–,24.88,24.32,–,060006011342
FOXBORO ELEMENTARY,California,27.9,27.5,–,25.52,26.07,–,063963002845
FRANCES BLEND SPECIAL EDUCATION CENTER,California,8,9,–,7,6.11,–,062271007752
FRANCES ELLEN WATKINS HARPER JUNIOR HIGH,California,32.5,35.1,–,20.28,20.77,–,061062011541
FRANCES WILLARD ELEMENTARY,California,†,†,–,†,†,–,060962007154
FRANCIS HOPKINSON ELEMENTARY,California,26.9,26.5,–,26.25,26,–,062259007301
FRANCIS J. WHITE LEARNING CENTER,California,†,29,–,†,18.31,–,064302006994
FRANCIS J. WHITE LEARNING CENTER,California,–,†,†,–,†,†,060141806994
FRANCISCO BRAVO MEDICAL MAGNET HIGH,California,68,70.88,–,27.34,26.26,–,062271010240
FRANCISCO MIDDLE,California,27.8,29.7,–,19.71,19.7,–,063441005610
FRANCISCO SEPULVEDA MIDDLE,California,76.33,86.51,–,21.33,18.81,–,062271003340
FRANK AUGUSTUS MILLER MIDDLE,California,37.6,38.2,–,25.69,24.35,–,063315012406
FRANK DEL OLMO ELEMENTARY,California,36,33,–,24.33,26.21,–,062271011645
FRANK E. WOODRUFF ELEMENTARY,California,23,23,–,30.96,30.09,–,060444008118
FRANK J. ZAMBONI,California,39.34,43,–,23.69,21.74,–,062985007134
FRANK KOHN ELEMENTARY,California,34,34,–,22.47,22.47,–,063987006613
FRANK L. HUFF ELEMENTARY,California,27.45,23.7,–,20.77,24.14,–,062628007791
FRANK LANTERMAN,California,22.66,20.03,–,10.11,11.13,–,062271002112
FRANK LEDESMA ELEMENTARY,California,21.6,27,–,29.72,24.74,–,063705010974
FRANK M. WRIGHT MIDDLE,California,37,37.7,–,24.59,25.04,–,061821002241
FRANK OTIS ELEMENTARY,California,24.1,22.5,–,22.28,22.36,–,060177000054
FRANK PAUL ELEMENTARY,California,28,28,–,29.75,29.64,–,060195007639
FRANK SPARKES ELEMENTARY,California,17,17,–,24,22.76,–,064296006988
FRANK VESSELS ELEMENTARY,California,26.36,25.98,–,24.85,25.56,–,061044001174
FRANK WEST ELEMENTARY,California,32.4,30.85,–,20.77,21.46,–,060363000298
FRANK ZEEK ELEMENTARY,California,18.2,16.4,–,23.63,26.52,–,064030006656
FRANKLIN (BENJAMIN) ELEMENTARY,California,32.56,30.22,–,26.54,27.63,–,060261000150
FRANKLIN AVENUE ELEMENTARY,California,20,19,–,25.4,25.26,–,062271003022
FRANKLIN CLASSICAL MIDDLE,California,36.8,34.81,–,28.23,27.49,–,062250002713
FRANKLIN DELANO ROOSEVELT ELEMENTARY,California,14.5,16,–,20.55,19.63,–,061887002284
FRANKLIN ELEMENTARY,California,27.25,27.43,–,21.17,20.67,–,060648000582
FRANKLIN ELEMENTARY,California,33,31,–,26,26.81,–,061437001644
FRANKLIN ELEMENTARY,California,†,†,–,†,†,–,063536006018
FRANKLIN ELEMENTARY,California,20,20,–,24.55,23.6,–,061434001642
FRANKLIN ELEMENTARY,California,12.6,13.6,–,19.37,19.19,–,063432005463
FRANKLIN ELEMENTARY,California,13.3,14.7,–,23.61,21.5,–,060177004337
FRANKLIN ELEMENTARY,California,35,34,–,22,22.88,–,062805004261
FRANKLIN ELEMENTARY,California,19.5,19.5,–,24.41,24.36,–,062256002771
FRANKLIN ELEMENTARY,California,26,26,–,25.92,25.46,–,061233001400
FRANKLIN ELEMENTARY,California,25.06,26.53,–,24.74,23.78,–,063207004936
FRANKLIN ELEMENTARY,California,21.3,20.3,–,21.46,21.53,–,060363000299
FRANKLIN ELEMENTARY,California,13.8,13,–,24.64,28,–,062994004670
FRANKLIN ELEMENTARY,California,34,34,–,22.56,22.56,–,063570006090
FRANKLIN ELEMENTARY,California,23,23,–,23.13,23.26,–,062460003689
FRANKLIN ELEMENTARY,California,33,40,–,26.61,21.68,–,062513003733
FRANKLIN ELEMENTARY,California,16.5,17.5,–,29.03,27.77,–,063531005985
FRANKLIN ELEMENTARY,California,21,21.17,†,25.29,24.37,†,060141406018
FRANKLIN HIGH,California,109.23,115.23,–,26.09,24.41,–,061233010593
FRANKLIN HIGH,California,90.5,94.83,–,23.7,24.28,–,063801006407
FRANKLIN MIDDLE,California,34.34,42.4,–,23.62,22.57,–,064074006726
FRAZIER MOUNTAIN HIGH,California,13.25,14.62,–,22.19,24.83,–,060002604544
FRAZIER PARK ELEMENTARY,California,12.5,12.75,–,28.48,26.59,–,060002609486
FRED C. BEYER HIGH,California,74.65,77.91,–,26.46,25.93,–,062515003734
FRED E. LULL SPECIAL EDUCATION CENTER,California,14,13.51,–,10.64,12.21,–,062271008890
FRED E. WEIBEL ELEMENTARY,California,30,31,–,23.53,25.1,–,061440009139
FRED EKSTRAND ELEMENTARY,California,15.9,17.5,–,29.56,24.29,–,060561000507
FRED L. THOMPSON JUNIOR HIGH,California,32.76,29.53,–,23.63,25.26,–,060639009328
FRED L. WILLIAMS ELEMENTARY,California,24,24.9,–,29.88,27.71,–,061785002207
FRED T. KOREMATSU DISCOVERY ACADEMY,California,17,17,–,23.53,22.35,–,062805011977
FRED T. KOREMATSU ELEMENTARY SCHOOL AT MACE RANCH,California,18.45,21.3,–,28.46,24.37,–,061062011834
FREDERICK DOUGLASS ACADEMY ELEMENTARY,California,10,11,–,29.4,35.73,–,062271012194
FREDERICK DOUGLASS ACADEMY HIGH,California,10,12,–,36.5,36.67,–,062271011667
FREDERICK DOUGLASS ACADEMY MIDDLE,California,9.05,9,–,32.93,34.56,–,062271011664
FREDERICK JOYCE ELEMENTARY,California,20.2,21.2,–,26.98,26.32,–,060133205096
FREDERICK REMINGTON ELEMENTARY,California,14,13.5,–,24,24.74,–,063531007863
FREDERIKSEN ELEMENTARY,California,27.85,27.78,–,22.19,21.42,–,060001909275
FREEDOM ACADEMY OF IMPERIAL VALLEY,California,1.3,†,†,19.23,†,†,061743013071
FREEDOM COMMUNITY DAY,California,†,0.80,–,–,6.25,–,060004807403
FREEDOM CREST ELEMENTARY,California,28,29,–,27.21,26.24,–,062454011185
FREEDOM EDUCATION CENTER,California,†,†,–,†,†,–,060015811502
FREEDOM ELEMENTARY,California,28,26,–,25.96,26.62,–,063867010695
FREEDOM ELEMENTARY,California,27,29,–,28.59,27.1,–,060903010484
FREEDOM ELEMENTARY,California,29,29,–,21.52,21.52,–,062949004541
FREEDOM ELEMENTARY,California,22.33,18.33,–,25.79,20.24,–,060003511532
FREEDOM HIGH,California,105.74,104.33,–,23.75,24.31,–,062160005726
FREEDOM HIGH,California,2,2,–,8,13.5,–,063660007822
FREEDOM MIDDLE,California,25.33,25,–,25.94,25.2,–,063348008495
FREEMAN (DANIEL) ELEMENTARY,California,7.25,10,–,21.79,19.8,–,061839002250
FREEMAN ELEMENTARY,California,20.26,21.87,–,23.94,23.27,–,064308007001
FREEPORT ELEMENTARY,California,†,15,–,–,21.93,–,063384005242
FREESE ELEMENTARY,California,23,24,–,16.26,18.71,–,063432005464
FREMONT ACADEMY OF ENGINEERING AND DESIGN,California,34.47,29.5,–,20.42,21.42,–,063132004840
FREMONT ELEMENTARY,California,17,19.5,–,30.53,27.33,–,062547003796
FREMONT ELEMENTARY,California,27,32,–,28.85,25.53,–,063531005986
FREMONT ELEMENTARY,California,16,16,–,30.44,28.69,–,062250002714
FREMONT ELEMENTARY,California,17.5,19.4,–,26.4,22.89,–,061425001639
FREMONT ELEMENTARY,California,23,22,–,23.65,22.23,–,061455001728
FREMONT ELEMENTARY,California,21.68,24.68,–,27.44,25.53,–,060015310936
FREMONT ELEMENTARY,California,37.5,31.5,–,19.12,22.98,–,061089001210
FREMONT ELEMENTARY,California,39.8,40.4,–,22.26,22.28,–,060363000300
FREMONT ELEMENTARY,California,31,29,–,29.06,29.03,–,060195000084
FREMONT ELEMENTARY,California,19,20.8,–,29.89,26.2,–,060285000211
FREMONT ELEMENTARY,California,20.47,20.44,–,26.97,27.94,–,063315005137
FREMONT HIGH,California,89.18,83.2,–,22.53,23.85,–,061443001696
FREMONT HIGH,California,46.63,†,†,17.05,†,†,062805013062
FREMONT INTERMEDIATE,California,49.34,43.6,–,21.73,24.54,–,062922004504
FREMONT PRIMARY,California,18,19,–,20.44,19.21,–,060699008804
FRENCH CAMP ELEMENTARY,California,26.85,27.3,–,26.18,25.2,–,062361003578
FRENCH GULCH-WHISKEYTOWN ELEMENTARY,California,1.75,1.5,–,13.14,13.33,–,061449001701
FRENCH VALLEY ELEMENTARY,California,31.8,37.5,–,27.67,23.52,–,060002811170
FRESHWATER CHARTER MIDDLE,California,2.2,2.41,–,24.55,22.41,–,061452007974
FRESHWATER ELEMENTARY,California,14.8,15.31,–,18.78,17.77,–,061452001702
FRESNO ACADEMY FOR CIVIC AND ENTREPRENEURIAL LEADE,California,9,6.5,–,17.33,20.15,–,061455011900
FRESNO CITY AND FRESNO STATE PRESCHOOLS,California,–,†,†,–,†,†,061455013479
FRESNO COE DISTRICT-WIDE PRESCHOOL,California,–,–,–,–,–,–,069100712597
FRESNO COUNTY COMMUNITY,California,5.1,8.4,–,15.88,14.4,–,069100710481
FRESNO COUNTY COMMUNITY DAY,California,6.1,6.1,–,21.31,18.2,–,069100710482
FRESNO COUNTY COURT,California,26,26,–,13,14.27,–,069100709219
FRESNO COUNTY SPECIAL EDUCATION LOCAL PLAN,California,67,70.9,–,7.37,7.7,–,069100709220
FRESNO FLATS COMMUNITY DAY,California,1,1,–,3,3,–,060408007167
FRESNO HIGH,California,98.02,110.3,–,22.72,21.71,–,061455001730
FRESNO ROP,California,–,–,–,–,–,–,060009810788
FRICK MIDDLE,California,22.5,23.01,–,15.69,18.51,–,062805004263
FRIDA KAHLO HIGH,California,6,6.01,–,24,26.46,–,062271011629
FRIENDLY HILLS ELEMENTARY,California,18.65,20.15,–,20.64,20.1,–,062586009164
FRIES AVENUE ELEMENTARY,California,22,32,–,22.95,22.44,–,062271003026
FRISBIE MIDDLE,California,47.85,49.14,–,24.97,24.09,–,063237004991
FRONTIER ELEMENTARY,California,19,18,–,28.32,27.67,–,060133205097
FRONTIER ELEMENTARY,California,16,14.5,–,26.19,26.07,–,063051012323
FRONTIER HIGH,California,17.43,20.81,–,25.3,20.23,–,062927004518
FRONTIER HIGH,California,85.27,85.52,–,28.24,29.01,–,061954011601
FRONTIER HIGH (CONTINUATION),California,28,29.2,–,24.18,24.14,–,064248009008
FROST (EARL) ELEMENTARY,California,23.5,26,–,27.66,25.35,–,062781004213
FRUIT RIDGE ELEMENTARY,California,9.4,13.54,–,32.98,23.71,–,063384005243
FRUITVALE ELEMENTARY,California,35.15,39.1,–,26.17,23.84,–,061692010276
FRUITVALE ELEMENTARY,California,18,20,–,24.22,23.55,–,062805004264
FRUITVALE JUNIOR HIGH,California,27.43,29.42,–,15.24,25.8,–,061470008142
FRYBERGER ELEMENTARY,California,19,20,–,24.79,23.9,–,064215006907
FUENTE NUEVA CHARTER,California,5.45,6.06,–,16.7,16.67,–,060300010799
FUERTE ELEMENTARY,California,23.3,23.2,–,25.11,25.22,–,060681000614
FULL CIRCLE LEARNING ACADEMY,California,†,–,–,–,–,–,062271011933
FULLBRIGHT AVENUE ELEMENTARY,California,20,18,–,24.65,26.39,–,062271003028
FULLERTON UNION HIGH,California,75.7,75.45,–,29.05,29.41,–,061476001810
FULTON (HARRY C.) MIDDLE,California,32.01,30.67,–,26.68,27.98,–,061422001625
FULTON K-8,California,24,22,–,16.5,18.05,–,063432005466
FULTON SPECIAL EDUCATION,California,0.01,–,–,1600,–,–,061455003024
FURGESON (VENN W.) ELEMENTARY,California,19.5,18.6,–,20.05,21.08,–,060162000013
FURMAN (DUANE E.) HIGH (INDEPENDENT STUDY PROGRAM),California,9,9,–,18,21.22,–,062334004611
FUTURE BOUND INDEPENDENT STUDY SECONDARY,California,1.6,1.6,–,43.75,42.5,–,063171011172
FUTURES ELEMENTARY,California,14,14,–,23.79,23.29,–,062805012057
FUTURES HIGH,California,13.8,13.8,–,23.7,21.23,–,060133211070
FUTURO COLLEGE PREPARATORY ELEMENTARY,California,18,12,–,14.61,16.33,–,062271012516
G. M. WALTERS JUNIOR HIGH,California,34.4,34.6,–,22.47,21.3,–,061440001689
G. W. HELLYER ELEMENTARY,California,18,19,–,25.89,26.74,–,061437001645
GABILAN ELEMENTARY,California,18,19,–,21.61,21.68,–,063705008988
GABILAN HILLS,California,15.55,15.06,–,29.26,30.08,–,061734007252
GABRIELINO HIGH,California,74.6,76.6,–,23.75,23.68,–,063442503273
GABRIELLA CHARTER,California,19,21,–,22.79,20.29,–,062271010866
GAGE ELEMENTARY,California,18,19,–,19.94,20.16,–,063432005467
GAHR (RICHARD) HIGH,California,82.2,82.4,–,24.21,24.39,–,060162000014
GALE RANCH MIDDLE,California,34.99,29.48,–,26.24,26.63,–,063513012300
GALILEO ACADEMY 101,California,16,15,–,27.63,28.8,–,064104011110
GALILEO HIGH,California,90.97,96.53,–,23.05,22.08,–,063441005612
GALLATIN ELEMENTARY,California,25.5,25,–,27.96,28.44,–,061146001266
GALT HIGH,California,39.14,44.64,–,24.07,22.04,–,061482001821
GANESHA HIGH,California,49.84,60.33,–,25.98,22.58,–,063132004841
GANT ELEMENTARY,California,24.5,25.1,–,26.86,25.78,–,062250002715
GARDEN ELEMENTARY,California,33,34,–,22.85,21.91,–,063987006612
GARDEN GATE ELEMENTARY,California,28.45,29.28,–,26.29,26.16,–,061029001134
GARDEN GROVE ELEMENTARY,California,18.5,17.5,–,22.97,24.57,–,062271007119
GARDEN GROVE ELEMENTARY,California,25,26,–,19.88,20.42,–,063684006253
GARDEN GROVE HIGH,California,82.22,82.53,–,29.46,29.19,–,061488001844
GARDEN PARK ELEMENTARY,California,11,11,–,21.09,22.27,–,061488010570
GARDEN ROAD ELEMENTARY,California,18,17,–,25,26.82,–,063153004886
GARDEN VALLEY ELEMENTARY,California,15,14,–,28,27.79,–,060133208818
GARDEN VILLAGE ELEMENTARY,California,15.25,15.25,–,23.61,23.87,–,061887002285
GARDENA ELEMENTARY,California,26,23.51,–,22.73,26.24,–,062271003033
GARDENA SENIOR HIGH,California,68.51,80.07,–,24.68,23.67,–,062271003034
GARDENHILL ELEMENTARY,California,27.5,26,–,27.35,26.85,–,062769004166
GARDNER BULLIS ELEMENTARY,California,14.54,13.28,–,22.08,22.44,–,062265011796
GARDNER ELEMENTARY,California,23,22.6,–,23.87,26.11,–,063459005713
GARDNER STREET ELEMENTARY,California,16.5,16,–,27.03,27.25,–,062271003036
GAREY HIGH,California,54.58,79,–,33.03,23.72,–,063132004842
GARFIELD ELEMENTARY,California,27,27.5,–,31.19,30.07,–,062547003797
GARFIELD ELEMENTARY,California,23,28,–,30.74,24.5,–,063531009634
GARFIELD ELEMENTARY,California,24.66,28.83,–,28.79,25.6,–,060015310937
GARFIELD ELEMENTARY,California,29,30,–,27.07,25.83,–,060903001982
GARFIELD ELEMENTARY,California,30,35,–,27.87,25.29,–,062250002716
GARFIELD ELEMENTARY,California,3.76,3.76,–,16.49,16.22,–,061491001890
GARFIELD ELEMENTARY,California,29,28.1,–,23.45,24.09,–,063213004965
GARFIELD ELEMENTARY,California,14,15,–,18.14,16.6,–,063441005613
GARFIELD ELEMENTARY,California,27,25,–,21.56,22.64,–,062805004265
GARFIELD ELEMENTARY,California,22.83,23.3,–,18.48,17.12,–,063468005833
